,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search
2582,cool competition store go join action win share,0.4166666666666667,0.3833333333333333,Positive,2021-08-15 11:10:34,OlwethuMakopeni,"@StandardBankZA has a cool competition in store for you, go join in on the action and win a share of R30 000   #ItCanBe #StandardBank #SBFamily #FamilyFeudSA","['itcanbe', 'standardbank', 'sbfamily', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
2583,im standard bank family will make,0.0,0.0,Neutral,2021-08-15 11:10:24,Wandile_AM,"@FeudAfrica @StandardBankZA @IAmSteveHarvey I'm with Standard bank family here, they will make it!💃🏻🙏🏼    #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidblueTV","['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
2584,standard bank ask without permission talk,0.0,0.0,Neutral,2021-08-15 11:09:57,kgadi_ZA,@TaxmanMul Standard Bank ask me - if they do it without my permission we have a talk,[],0,"StandardBankZA OR ""Standard Bank"""
2585,blue team will definitely take,0.0,0.3,Neutral,2021-08-15 11:09:55,Mbali00057226,@StandardBankZA #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBlue  THE BLUE TEAM WILL DEFINITELY TAKE IT💙💙💙💙💙💙💙  https://t.co/zb7n3rWSGj,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidblue']",0,"StandardBankZA OR ""Standard Bank"""
2586,blue team will definitely take,0.0,0.3,Neutral,2021-08-15 11:09:41,Mbali00057226,#FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBlue  THE BLUE TEAM WILL DEFINITELY TAKE IT💙💙💙💙💙💙💙@FeudAfrica @StandardBankZA  https://t.co/vLQwaKio0H,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidblue']",0,"StandardBankZA OR ""Standard Bank"""
2587,team chocho,0.0,0.0,Neutral,2021-08-15 11:09:33,Pulane34795726,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Chocho #familyFeud #ItCanBe,"['familyfeud', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
2588,standard bank family,0.0,0.0,Neutral,2021-08-15 11:09:24,GraceyK060,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family💙  #ItCanBe  #PureSave  #etvonline  #RapidblueTV,"['itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2589,blue team will definitely take,0.0,0.3,Neutral,2021-08-15 11:08:38,Mbali00057226,#FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBlue  THE BLUE TEAM WILL DEFINITELY TAKE IT💙💙💙💙💙💙💙@StandardBankZA @IAmSteveHarvey @FeudAfrica,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidblue']",0,"StandardBankZA OR ""Standard Bank"""
2590,hi guys family will competing tonights episode family feud sa one books make sure tune etv evening pm participate fun laughter,0.4,0.5444444444444444,Positive,2021-08-15 11:08:15,OlwethuMakopeni,"Hi guys, the @StandardBankZA family will be competing in tonight’s episode of Family Feud SA! This is one for the books. Make sure you tune into eTV this evening at 6pm and participate in the fun and laughter!   #familyfeudsa #standardbank #sbfamily #ItCanBe  https://t.co/OpsY1CpKJd","['familyfeudsa', 'standardbank', 'sbfamily', 'itcanbe']",3,"StandardBankZA OR ""Standard Bank"""
2591,cocho family will win,0.8,0.4,Positive,2021-08-15 11:07:28,ndumis_mthiyane,@FeudAfrica @StandardBankZA @IAmSteveHarvey Cocho family will win #familyfeudsa,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
2592,blue team will definitely take,0.0,0.3,Neutral,2021-08-15 11:07:24,Mbali00057226,@FeudAfrica @StandardBankZA @IAmSteveHarvey #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBlue  THE BLUE TEAM WILL DEFINITELY TAKE IT💙💙💙💙💙💙💙,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidblue']",0,"StandardBankZA OR ""Standard Bank"""
2593,chocho family,0.0,0.0,Neutral,2021-08-15 11:05:13,Pontsho_Makwe,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family,[],0,"StandardBankZA OR ""Standard Bank"""
2594,m using gold card bathong tlhe need use app,0.0,0.0,Neutral,2021-08-15 11:04:15,Singo76469344,@StandardBankZA M using a gold card... bathong tlhe I need to use the app...,[],0,"StandardBankZA OR ""Standard Bank"""
2595,im putting money standard bank team,0.0,0.0,Neutral,2021-08-15 11:03:51,MncubeJr,@FeudAfrica @StandardBankZA @IAmSteveHarvey I'm putting my money on the Standard Bank team 💙,[],0,"StandardBankZA OR ""Standard Bank"""
2596,standard bank family certainly,0.10714285714285714,0.2857142857142857,Positive,2021-08-15 11:03:28,Clinton37031290,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank Family most certainly #FamilyFeudASA #PureSave #etvonline #RapidblueTV #ItCanBe,"['familyfeudasa', 'puresave', 'etvonline', 'rapidbluetv', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
2597,team standard bank,0.0,0.0,Neutral,2021-08-15 11:02:42,Bonolo14798831,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank  #FamilyFeudSA #PureSave #etvonline #RapidBluetv,"['familyfeudsa', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2598,chocho family,0.0,0.0,Neutral,2021-08-15 11:02:36,SihlePrincessN1,@FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO FAMILY @StandardBankZA #FamilyFuedSA #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfuedsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2599,chocho family will win,0.8,0.4,Positive,2021-08-15 11:02:08,Br0nwynBJN,@FeudAfrica @StandardBankZA @IAmSteveHarvey The Chocho Family will win. @FeudAfrica @IAmSteveHarvey @StandardBankZA #FamilyFeudSA #FamilyFeudAfrica #PureSave #etvonline #RapidBluetv,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2600,say team standard bank,0.0,0.0,Neutral,2021-08-15 11:01:50,Bongumsa_L,@FeudAfrica @StandardBankZA @IAmSteveHarvey I say Team Standard Bank  #FamilyFeudSA,['familyfeudsa'],1,"StandardBankZA OR ""Standard Bank"""
2601,team standard bank,0.0,0.0,Neutral,2021-08-15 11:01:41,TBredenhand,@FeudAfrica @StandardBankZA @IAmSteveHarvey #FamilyFeudAfrica TEAM STANDARD BANK #PureSave #ItCanBe,"['familyfeudafrica', 'puresave', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
2602,standard bank family,0.0,0.0,Neutral,2021-08-15 11:01:26,RatoLera,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank family  #familyfeudsa #RapidblueTV,"['familyfeudsa', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2603,least second year annual international event standard bank arena,-0.075,0.1,Negative,2021-08-15 11:01:19,Yardofhumble,@SizweDhlomo At least it would have been my second year annual international event at Standard Bank Arena. #reggaeconcert #askhumble #raingod  https://t.co/xvqDOYoTtj,"['reggaeconcert', 'askhumble', 'raingod']",0,"StandardBankZA OR ""Standard Bank"""
2604,chocho family,0.0,0.0,Neutral,2021-08-15 11:01:15,mondza79,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family #familyfeudsa,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
2605,,0.0,0.0,Neutral,2021-08-15 11:00:59,V_T_Mdaka,@KulKidZA @advovolicious @StandardBankZA,[],1,"StandardBankZA OR ""Standard Bank"""
2606,chocho family,0.0,0.0,Neutral,2021-08-15 11:00:23,sholo123,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho Family  #FamilyFeudAfrica #familyfeudsa #PureSave #RapidblueTV #etvonline #IamSteveHarley,"['familyfeudafrica', 'familyfeudsa', 'puresave', 'rapidbluetv', 'etvonline', 'iamsteveharley']",0,"StandardBankZA OR ""Standard Bank"""
2607,still luck even attempting steps,0.0,0.0,Neutral,2021-08-15 11:00:02,RudianC,@StandardBankZA Still no luck even after attempting these steps. 😡,[],0,"StandardBankZA OR ""Standard Bank"""
2608,team standard bank,0.0,0.0,Neutral,2021-08-15 10:59:58,Stephin82857242,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank #FamilyFeudeSA #FamilyFeudeAfrica #ItCanBe #PureSave,"['familyfeudesa', 'familyfeudeafrica', 'itcanbe', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
2609,chocho family,0.0,0.0,Neutral,2021-08-15 10:59:40,HerFavourate,@FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO FAMILY.,[],0,"StandardBankZA OR ""Standard Bank"""
2610,sbsa teach safe lead way,0.5,0.5,Positive,2021-08-15 10:59:27,StarSwart,"@StandardBankZA SBSA teach how to safe, lead a way",[],0,"StandardBankZA OR ""Standard Bank"""
2611,standard bank family,0.0,0.0,Neutral,2021-08-15 10:58:58,paulinasekgolo1,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family  #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2612,chocho,0.0,0.0,Neutral,2021-08-15 10:58:33,Trisha64149940,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho   #PureSave #ItCanBe #etvonline #RapidBlueTv @IAmSteveHarvey @StandardBankZA,"['puresave', 'itcanbe', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2613,standard bank family,0.0,0.0,Neutral,2021-08-15 10:58:32,sibusiso_ngwale,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family #FamilyFeudAfrica #PureSave #etvOnline #RapidBlueTV,"['familyfeudafrica', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2614,standard bank family,0.0,0.0,Neutral,2021-08-15 10:58:07,KMopono,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family  #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2615,,0.0,0.0,Neutral,2021-08-15 10:58:07,Mpila12,@StandardBankZA 💃🤩,[],0,"StandardBankZA OR ""Standard Bank"""
2616,standard bank family,0.0,0.0,Neutral,2021-08-15 10:58:06,Siphe90974165,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family  #familyfeudsa  #PureSave #RapidblueTV  @FeudAfrica,"['familyfeudsa', 'puresave', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2617,standard bank family win,0.4,0.2,Positive,2021-08-15 10:58:04,Iam_Sfiso,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family for the win #FamilyFeudSA #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidblueTV,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2618,great news,0.8,0.75,Positive,2021-08-15 10:57:40,hope_moteane,@StandardBankZA Great news💃🤸‍♀️,[],0,"StandardBankZA OR ""Standard Bank"""
2619,standard bank family,0.0,0.0,Neutral,2021-08-15 10:57:12,maphankgane18,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family  #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2620,standard bank family will make,0.0,0.0,Neutral,2021-08-15 10:57:07,GmapNondu,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family will make it. #FamilyFeudSA,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
2621,chocho,0.0,0.0,Neutral,2021-08-15 10:56:20,KingstonCami777,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho #FamilyFeudSA #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudsa', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2622,chocho family,0.0,0.0,Neutral,2021-08-15 10:56:17,KethyMahlako,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2623,chocho family,0.0,0.0,Neutral,2021-08-15 10:55:50,MagaseMoela,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2624,standard bank,0.0,0.0,Neutral,2021-08-15 10:55:26,itsTyronePrins,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank #FamilyFeudSA #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudsa', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2625,chocho family,0.0,0.0,Neutral,2021-08-15 10:55:17,KhutjishoMatla1,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family #FamilyFeudSA #FamilyFeudAfrica #PureSave #RapidBluetv #ItCanBe #etvonline  @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'puresave', 'rapidbluetv', 'itcanbe', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2626,standard bank will definitely win mate blue team,0.26666666666666666,0.16666666666666666,Positive,2021-08-15 10:54:26,KgothatsoMKH,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank will definitely win  #PureSave #ItCanBe #etvonline #RapidBlueTv @IAmSteveHarvey This is yours mate 💙💙 Blue Team  @StandardBankZA,"['puresave', 'itcanbe', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2627,team standard bank,0.0,0.0,Neutral,2021-08-15 10:53:45,EnoughMoela,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank,[],0,"StandardBankZA OR ""Standard Bank"""
2628,chocho,0.0,0.0,Neutral,2021-08-15 10:53:11,tshabalalathape,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho,[],0,"StandardBankZA OR ""Standard Bank"""
2629,chocho family,0.0,0.0,Neutral,2021-08-15 10:52:58,MaNkosi_,@FeudAfrica @StandardBankZA @IAmSteveHarvey the Chocho family #FamilyFeudAfrica,['familyfeudafrica'],0,"StandardBankZA OR ""Standard Bank"""
2630,chocho family,0.0,0.0,Neutral,2021-08-15 10:52:50,ClydeChauke,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family  #FamilyFeudAfrica,['familyfeudafrica'],0,"StandardBankZA OR ""Standard Bank"""
2631,standard bank,0.0,0.0,Neutral,2021-08-15 10:52:04,Senisha22,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank🤘 #FamilyFeudAfrica  #familyfeudsa  #ItCanBe #PureSave #etvonline,"['familyfeudafrica', 'familyfeudsa', 'itcanbe', 'puresave', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2632,chocho family will make fast mooooola letsss goooooo tonight,0.2,0.6,Positive,2021-08-15 10:50:50,leratotanke15,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho Family will make it to fast mooooola🎉🤞💃💰💰💸💸💸💸💸💸#FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidblueTV letsss goooooo!!!! We on tonight😁😁💃💃💃  https://t.co/tjPYQXC05f,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2633,team standard bank,0.0,0.0,Neutral,2021-08-15 10:50:26,NeemaTasneema,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank #PureSave  #ItCanBe #familyfuedsa #StandardBank,"['puresave', 'itcanbe', 'familyfuedsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
2634,standard bank,0.0,0.0,Neutral,2021-08-15 10:50:22,LindiNyembe,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank #FamilyFeudSA #FamilyFeudAfrica #Iamsteveharveytv  #ItCanBe #RapidBlueTv #EtvOnline,"['familyfeudsa', 'familyfeudafrica', 'iamsteveharveytv', 'itcanbe', 'rapidbluetv', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2635,chocho family taking money today n,0.0,0.0,Neutral,2021-08-15 10:49:51,Mpila12,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family are taking the money today n so am i,[],0,"StandardBankZA OR ""Standard Bank"""
2636,standard bank,0.0,0.0,Neutral,2021-08-15 10:49:33,Zorrow18323113,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank,[],0,"StandardBankZA OR ""Standard Bank"""
2637,team standard bank,0.0,0.0,Neutral,2021-08-15 10:49:04,PortiaChidi,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank,[],0,"StandardBankZA OR ""Standard Bank"""
2638,chocho family,0.0,0.0,Neutral,2021-08-15 10:47:19,YimiBheki,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family    #FamilyFeudAfrica  #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2639,team standard bank obviously,0.0,0.25,Neutral,2021-08-15 10:46:44,madeinpoetry,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team standard bank obviously 💙,[],0,"StandardBankZA OR ""Standard Bank"""
2640,hello win,0.8,0.4,Positive,2021-08-15 10:46:24,THABETHE_TT,"@StandardBankZA Hello, How to win?",[],0,"StandardBankZA OR ""Standard Bank"""
2641,family will win,0.8,0.4,Positive,2021-08-15 10:46:02,DaBeatMason,@FeudAfrica @StandardBankZA @IAmSteveHarvey The @StandardBankZA family will win #FamilyFeudSA #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv  https://t.co/aHA6wNBNKY,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2642,chocho family,0.0,0.0,Neutral,2021-08-15 10:45:58,khomoMlatii,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family    #FamilyFeudAfrica  #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2643,chocho family,0.0,0.0,Neutral,2021-08-15 10:45:30,MarySelona,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family    #FamilyFeudAfrica  #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2644,chocho family,0.0,0.0,Neutral,2021-08-15 10:44:57,NkeleMoeti,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family   #FamilyFeudAfrica  #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2645,standard bank family,0.0,0.0,Neutral,2021-08-15 10:44:45,Thamsa,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family,[],0,"StandardBankZA OR ""Standard Bank"""
2646,standard bank,0.0,0.0,Neutral,2021-08-15 10:44:41,MPhilmons,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank 💵💵💵,[],0,"StandardBankZA OR ""Standard Bank"""
2647,money chocho fam,0.0,0.0,Neutral,2021-08-15 10:44:36,TrapaholicO7,@FeudAfrica @StandardBankZA @IAmSteveHarvey My money's on the ChoCho's Fam!!,[],0,"StandardBankZA OR ""Standard Bank"""
2648,,0.0,0.0,Neutral,2021-08-15 10:44:35,terencematera,@StandardBankZA  https://t.co/BI2BQLNjyz,[],0,"StandardBankZA OR ""Standard Bank"""
2649,chocho family,0.0,0.0,Neutral,2021-08-15 10:44:14,SelonaSelona,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family    #FamilyFeudAfrica  #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2650,family standard bank,0.0,0.0,Neutral,2021-08-15 10:43:57,lehttah,@FeudAfrica @StandardBankZA @IAmSteveHarvey Family standard bank #FamilyFeudAfrica #FamilyFeudSA,"['familyfeudafrica', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
2651,standard bank family,0.0,0.0,Neutral,2021-08-15 10:43:57,rsa_biggie,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank family,[],0,"StandardBankZA OR ""Standard Bank"""
2652,family chocho,0.0,0.0,Neutral,2021-08-15 10:42:15,tumzaah,@FeudAfrica @StandardBankZA @IAmSteveHarvey Family Chocho #FamilyFeudAfrica #FamilyFeudSA,"['familyfeudafrica', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
2653,team chocho,0.0,0.0,Neutral,2021-08-15 10:42:05,TshepoM61158154,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Chocho  #FamilyFuedAfrica  #FamilyFuedSA  @IAmSteveHarvey  #ItCanBe  #PureSave  #etvonline  #RapidBluetv,"['familyfuedafrica', 'familyfuedsa', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2654,standard bank,0.0,0.0,Neutral,2021-08-15 10:42:00,KgoshanaM,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank,[],0,"StandardBankZA OR ""Standard Bank"""
2655,team standard bank,0.0,0.0,Neutral,2021-08-15 10:41:41,olgaskhasimbe,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank  #FamilyFeudAfric #FamilyFeudSA #ItCanBe #PureSave #ItCanBe #etvonline #RapidBlueTv,"['familyfeudafric', 'familyfeudsa', 'itcanbe', 'puresave', 'itcanbe', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2656,chocho family,0.0,0.0,Neutral,2021-08-15 10:39:59,JustKhanyee,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family,[],0,"StandardBankZA OR ""Standard Bank"""
2657,team chocho way,0.0,0.0,Neutral,2021-08-15 10:38:26,ThobekaPeete,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team chocho all the way 👏🏽👏🏽👏🏽👏🏽 #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidblueTV  https://t.co/healcbDwqI,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2658,chocho,0.0,0.0,Neutral,2021-08-15 10:38:21,MakuaMapule,@FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO #FamilyFeudSA,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
2659,team chocho family,0.0,0.0,Neutral,2021-08-15 10:38:04,Naomi48083883,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Chocho family  #FamilyFeudAfrica  #FamilyFuedSA  @IAmSteveHarvey  #ItCanBe  #PureSave  #etvonline  #RapidBluetv,"['familyfeudafrica', 'familyfuedsa', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2660,definitely standard bank family,0.0,0.0,Neutral,2021-08-15 10:36:46,khwezicummings,@FeudAfrica @StandardBankZA @IAmSteveHarvey Definitely Standard bank family! 😍💯  #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe  #puresave #etvonline  #rapidbluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2661,standard bank family,0.0,0.0,Neutral,2021-08-15 10:36:14,TsitsilaH,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family 🙌🙌 #FamilyFeudAfrica  @IAmSteveHarvey #ItsCanBe #PureSave #etvonline #RapidBlueTv,"['familyfeudafrica', 'itscanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2662,awesome,1.0,1.0,Positive,2021-08-15 10:36:09,time_lez,@StandardBankZA Awesome,[],0,"StandardBankZA OR ""Standard Bank"""
2663,standards family,0.0,0.0,Neutral,2021-08-15 10:35:13,siskb,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standards Family,[],0,"StandardBankZA OR ""Standard Bank"""
2664,chocho family,0.0,0.0,Neutral,2021-08-15 10:34:44,Khathapiler,@tshiamo_modikoe @FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO Family 🤞🏾🥰 💸🏧💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💵💵💵💵 #FamilyFeudAfrica  @IAmSteveHarvey  #ItCanBe  #PureSave  #etvonline  #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
2665,chocho,0.0,0.0,Neutral,2021-08-15 10:34:18,Wayhaught136,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho 🤷‍♀️,[],0,"StandardBankZA OR ""Standard Bank"""
2666,chocho family,0.0,0.0,Neutral,2021-08-15 10:33:02,seawear01,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family #familyfeudsa @IAmSteveHarvey #ItWasAScam #PureSave  #etvonline #RapidblueTV,"['familyfeudsa', 'itwasascam', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2667,standard bank,0.0,0.0,Neutral,2021-08-15 10:32:30,LorenzoMolefi,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank,[],0,"StandardBankZA OR ""Standard Bank"""
2668,definitely standard bank family win,0.4,0.2,Positive,2021-08-15 10:32:17,sithole_mb,@FeudAfrica @StandardBankZA @IAmSteveHarvey It's definitely the Standard Bank Family for the win #FamilyFeudSA #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidblueTV,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
